Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Advogado yuri,,(96) 98133-0251,https://wa.me/5596981330252,"Av. Equatorial, 1464 - Araxá, Macapá - AP, 68903-361","5,0",24,,,https://www.google.com/maps/place/Advogado+yuri/data=!4m7!3m6!1s0x8d61e1df5b8d38e9:0x5013a2a988addab6!8m2!3d0.0005174!4d-51.070567!16s%2Fg%2F11gfd44vg5!19sChIJ6TiNW9_hYY0RttqtiKmiE1A?authuser=0&hl=pt-BR&rclk=1
Advogado Saulo Coutinho,,(96) 99199-3420,https://www.advsaulocoutinho.com.br/,"R. Gen. Rondon, 1385 - Centro, Macapá - AP, 68900-082","4,9",41,,,https://www.google.com/maps/place/Advogado+Saulo+Coutinho/data=!4m7!3m6!1s0x8d61e1c29de4104d:0xeef4d83d343ccfd3!8m2!3d0.0402073!4d-51.0547707!16s%2Fg%2F11sg_xthz2!19sChIJTRDkncLhYY0R0888ND3Y9O4?authuser=0&hl=pt-BR&rclk=1
Advogado Jean Dias,,(96) 98434-5448,,"Av. Fab, 1708 - Central, Macapá - AP, 68900-073","4,1",38,0.041349,-51.0650992,"https://www.google.com/maps/place/Advogado+Jean+Dias/@0.041349,-51.0650992,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1151b805ae3:0x8c2b2b108e79c86e!8m2!3d0.041349!4d-51.0650992!16s%2Fg%2F1tp0956w?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Advogado Rafael Peçanha de Oliveira,,(96) 99188-1409,http://xn--peanhadeoliveiraadvocacia-ugc.com/?utm_source=gmb&utm_medium=referral,"Av. Pedro Baião, 1720 - A - Universidade, Macapá - AP, 68903-753","3,8",4,,,https://www.google.com/maps/place/Advogado+Rafael+Pe%C3%A7anha+de+Oliveira/data=!4m7!3m6!1s0x929e1fb6851ec6ff:0x85452e034753e451!8m2!3d0.0305993!4d-51.0696665!16s%2Fg%2F11rf6sr45p!19sChIJ_8YehbYfnpIRUeRTRwMuRYU?authuser=0&hl=pt-BR&rclk=1
Giusti e Marinho Advocacia,,(96) 98409-3839,,"Acelino de Leão, 607 - Centro, Macapá - AP, 68900-116","5,0",1,0.026312,-51.060988,"https://www.google.com/maps/place/Giusti+e+Marinho+Advocacia/@0.026312,-51.060988,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1c131f23ae7:0x3e77144ea5c08b84!8m2!3d0.026312!4d-51.060988!16s%2Fg%2F11mvmvcrt_?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Bianca Holanda Advocacia,,(96) 99126-5687,,"av raimundo alvares da costa 581, Av. Raimundo Álvares da Costa, 581 b - centro, Macapá - AP, 68900-074","5,0",160,0.0420301,-51.0555436,"https://www.google.com/maps/place/Bianca+Holanda+Advocacia/@0.0420301,-51.0555436,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e132b23e8f3b:0xeb5a7010abe7ea75!8m2!3d0.0420301!4d-51.0555436!16s%2Fg%2F11m75r78h7?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
SILVIA MOREIRA ADVOGADOS ASSOCIADOS,,(96) 99132-7966,https://silviamoreiraadvogados.com.br/,"R. Jovino Dinoá, 1489 - B - CENTRO, Macapá - AP, 68900-075","5,0",50,,,https://www.google.com/maps/place/SILVIA+MOREIRA+ADVOGADOS+ASSOCIADOS/data=!4m7!3m6!1s0x8d61e1a4ca110e5d:0x3fc10ba127d7e7da!8m2!3d0.0388357!4d-51.0598499!16s%2Fg%2F11rnntzd8z!19sChIJXQ4RyqThYY0R2ufXJ6ELwT8?authuser=0&hl=pt-BR&rclk=1
Pablo Hildebar - Advogado Trabalhista e Previdenciário.,,(96) 99175-3344,http://www.phjud.adv.br/,"Av. dos Timbiras, 588 - sala A - Buritizal, Macapá - AP, 68902-872","5,0",12,,,https://www.google.com/maps/place/Pablo+Hildebar+-+Advogado+Trabalhista+e+Previdenci%C3%A1rio./data=!4m7!3m6!1s0x8d61e177a25dd01f:0x12b8cbf45185ff40!8m2!3d0.0149838!4d-51.0668794!16s%2Fg%2F11f9w4lprv!19sChIJH9BdonfhYY0RQP-FUfTLuBI?authuser=0&hl=pt-BR&rclk=1
Pinheiro Advocacia,,(96) 98116-1817,http://tycussony.wixsite.com/madadvogados,"R. Santa Catarina, 1435 - Santa Rita, Macapá - AP, 68901-261","1,0",1,,,https://www.google.com/maps/place/Pinheiro+Advocacia/data=!4m7!3m6!1s0x8d61e19e68dcbf21:0x73e5f36bf0246efb!8m2!3d0.0277498!4d-51.0792072!16s%2Fg%2F11dymw7qmy!19sChIJIb_caJ7hYY0R-24k8Gvz5XM?authuser=0&hl=pt-BR&rclk=1
Gouveia & Furlan - Advocacia,,(96) 99154-4452,https://www.gouveiaefurlan.com.br/,"R. Manoel Eudóxio Pereira, 948 a - Central, Macapá - AP, 68900-021","4,8",33,,,https://www.google.com/maps/place/Gouveia+%26+Furlan+-+Advocacia/data=!4m7!3m6!1s0x8d61e11bc9a9a5b3:0x7510d611edd5b5b1!8m2!3d0.0415352!4d-51.0661138!16s%2Fg%2F11bzy8hc0x!19sChIJs6WpyRvhYY0RsbXV7RHWEHU?authuser=0&hl=pt-BR&rclk=1
Carlos Balieiro-Advogado,,(96) 3242-3738,,"R. Barão de Mauá, 13 - Buritizal, Macapá - AP, 68902-740","5,0",1,0.0283533,-51.0745688,"https://www.google.com/maps/place/Carlos+Balieiro-Advogado/@0.0283533,-51.0745688,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a00533121d:0x385ba747c436060e!8m2!3d0.0283533!4d-51.0745688!16s%2Fg%2F1wrtdx6r?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Empresa de Advocacia Ferreira e Morpheu,,(96) 98407-6718,https://www.instagram.com/diegomorpheu/,"Av. Primeiro de Maio, 1080 - Trem, Macapá - AP, 68901-100","4,8",22,,,https://www.google.com/maps/place/Empresa+de+Advocacia+Ferreira+e+Morpheu/data=!4m7!3m6!1s0x8d61e1e265a8c0d3:0x5ef5caa13f070135!8m2!3d0.0250243!4d-51.0659691!16s%2Fg%2F11rrvp25kr!19sChIJ08CoZeLhYY0RNQEHP6HK9V4?authuser=0&hl=pt-BR&rclk=1
MAURÍCIO PEREIRA ADVOCACIA,,(96) 99112-2669,,"Av. Mendonça Júnior, 1931 - Central, Macapá - AP, 68900-020","4,6",34,0.0341573,-51.0674018,"https://www.google.com/maps/place/MAUR%C3%8DCIO+PEREIRA+ADVOCACIA/@0.0341573,-51.0674018,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10fd8009ee5:0x818efa18488bf9d5!8m2!3d0.0341573!4d-51.0674018!16s%2Fg%2F1tdqjj9f?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Advogado em Macapá,,(96) 98146-4825,,"Av. dos Tupiniquins, 399 - Buritizal, Macapá - AP, 68902-120",,,0.0186916,-51.0647823,"https://www.google.com/maps/place/Advogado+em+Macap%C3%A1/@0.0186916,-51.0647823,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e14a1fd267d1:0xe075e7b6704cfbe4!8m2!3d0.0186916!4d-51.0647823!16s%2Fg%2F11j7d91fbc?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Andrey Alencar Advogado,,(91) 3197-8069,https://drandreyalencar.com.br/,"Av. Duque de Caxias, 142 - Centro, Macapá - AP, 68900-067","4,6",31,,,https://www.google.com/maps/place/Andrey+Alencar+Advogado/data=!4m7!3m6!1s0x8d61e1703f62bb49:0x930a56bd05d431be!8m2!3d0.0392666!4d-51.0575335!16s%2Fg%2F11rtbh0yn1!19sChIJSbtiP3DhYY0RvjHUBb1WCpM?authuser=0&hl=pt-BR&rclk=1
Nobre & Peres Advogados,,(96) 99142-8923,,"R. Paraná, 1802 A - Santa Rita, Macapá - AP, 68901-260","5,0",3,0.0289285,-51.0773039,"https://www.google.com/maps/place/Nobre+%26+Peres+Advogados/@0.0289285,-51.0773039,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1bbe7c56425:0x7fb8bcc297413f07!8m2!3d0.0289285!4d-51.0773039!16s%2Fg%2F11mw59b6bh?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
JMN JurisCalc Assessoria,,(99) 99164-7855,,"Av. 13 de Setembro, 2811 - Buritizal, Macapá - AP, 68904-813","5,0",1,0.0230779,-51.0841747,"https://www.google.com/maps/place/JMN+JurisCalc+Assessoria/@0.0230779,-51.0841747,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e19adcde1fe7:0xe1345287cb75c0fd!8m2!3d0.0230779!4d-51.0841747!16s%2Fg%2F11bxf296qr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Naiana Campos - NC ADVOCACIA - DIREITO PÚBLICO E ADMINISTRATIVO,,(96) 98123-1540,,"Av. dos Timbiras, 588 - Buritizal, Macapá - AP, 68902-872","5,0",26,0.0150014,-51.0668827,"https://www.google.com/maps/place/Naiana+Campos+-+NC+ADVOCACIA+-+DIREITO+P%C3%9ABLICO+E+ADMINISTRATIVO/@0.0150014,-51.0668827,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e13b7da66bd9:0x8da15f59dca870fd!8m2!3d0.0150014!4d-51.0668827!16s%2Fg%2F11khsl91zv?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Gilmar Santa Rosa, Dr",,(96) 3223-6035,,"R. Hamilton Silva, 2135 - Trem, Macapá - AP, 68901-140","4,0",2,0.0303646,-51.0645591,"https://www.google.com/maps/place/Gilmar+Santa+Rosa,+Dr/@0.0303646,-51.0645591,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1057f567dfd:0xda0a7a78623e0b8!8m2!3d0.0303646!4d-51.0645591!16s%2Fg%2F1td730zr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Advogado Luiz Fernandes,,99114-3137,,"R. Santa Catarina, 731 - Santa Rita, Macapá - AP, 68901-261","4,0",1,0.038429,-51.078461,"https://www.google.com/maps/place/Advogado+Luiz+Fernandes/@0.038429,-51.078461,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e102fd773b49:0x8d9cf7865917599a!8m2!3d0.038429!4d-51.078461!16s%2Fg%2F11c2lcvr0d?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
FV - Frederico Vales Advocacia,,(96) 3222-7835,,"Av. Fab, 1070 - Sala 610 - Central, Macapá - AP, 68900-071","5,0",11,0.0408872,-51.0596034,"https://www.google.com/maps/place/FV+-+Frederico+Vales+Advocacia/@0.0408872,-51.0596034,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e110d07010f7:0x5dc00fa96c4cffb2!8m2!3d0.0408872!4d-51.0596034!16s%2Fg%2F11bwkz0wkn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Feitosa & Nery Advocacia,,(96) 99166-1127,,"Av. Pedro Baião, 485 - Central, Macapá - AP, 68900-116","5,0",2,0.0295508,-51.0580736,"https://www.google.com/maps/place/Feitosa+%26+Nery+Advocacia/@0.0295508,-51.0580736,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e100bda5c577:0x8dbe7775216a884f!8m2!3d0.0295508!4d-51.0580736!16s%2Fg%2F11cnb5_dmj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Jedielson Miranda Advocacia,,(96) 99194-8619,,"Rua Claudomiro de Moraes, 503 - Novo Buritizal, Macapá - AP, 68904-326","5,0",3,0.0210323,-51.0777908,"https://www.google.com/maps/place/Jedielson+Miranda+Advocacia/@0.0210323,-51.0777908,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e120acd69023:0x9a639b68e80b5d92!8m2!3d0.0210323!4d-51.0777908!16s%2Fg%2F11ry7rf1c2?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
César Tobias Advogados,,(96) 99174-5909,,"Av: Tereza Maciel Tavares, 591 - Buritizal, Macapá - AP, 68902-590","5,0",1,0.012625,-51.0766791,"https://www.google.com/maps/place/C%C3%A9sar+Tobias+Advogados/@0.012625,-51.0766791,17z/data=!3m1!4b1!4m6!3m5!1s0x27ff3f9812c9580b:0x5c4441e00d5eeb9f!8m2!3d0.012625!4d-51.0766791!16s%2Fg%2F11xg3zwyhq?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
MP Advocacia,,(96) 99169-1980,,"R. Padre Vitório Galiano, Galiane, 209 - Nova Esperança, Macapá - AP, 68901-600",,,0.028537,-51.082119,"https://www.google.com/maps/place/MP+Advocacia/@0.028537,-51.082119,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e12d668810eb:0xa5341f809022abfa!8m2!3d0.028537!4d-51.082119!16s%2Fg%2F11l22twhr4?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
MARCELO AMÉRICO ADVOCACIA PREVIDENCIÁRIA,,(96) 99150-8416,,"Av. Pedro Baião, 947 - Trem, Macapá - AP, 68901-025","5,0",22,0.0297803,-51.0623251,"https://www.google.com/maps/place/MARCELO+AM%C3%89RICO+ADVOCACIA+PREVIDENCI%C3%81RIA/@0.0297803,-51.0623251,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1d63a149cab:0x3d1633468a6c62c2!8m2!3d0.0297803!4d-51.0623251!16s%2Fg%2F11nc3394xc?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Prev Prime - Macapá - Advocacia Previdenciária,,(96) 98408-1599,,"R. Leopoldo Machado, 2535 - Sala 06 - altos - Central, Macapá - AP, 68900-067","4,0",1,0.0293833,-51.0624475,"https://www.google.com/maps/place/Prev+Prime+-+Macap%C3%A1+-+Advocacia+Previdenci%C3%A1ria/@0.0293833,-51.0624475,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1e5e6715fe1:0x1df352fe14f43a46!8m2!3d0.0293833!4d-51.0624475!16s%2Fg%2F11hdl4p6n0?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
CÉSAR MARTINS ADVOGADOS ASSOCIADOS,,(96) 98100-5098,,"Av. Coaraci Nunes, nº 750 - Centro, Macapá - AP, 68900-010","5,0",11,0.0328501,-51.0576927,"https://www.google.com/maps/place/C%C3%89SAR+MARTINS+ADVOGADOS+ASSOCIADOS/@0.0328501,-51.0576927,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e13508f862cf:0x802d665e47ebb85a!8m2!3d0.0328501!4d-51.0576927!16s%2Fg%2F11gk8kdk9k?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Borges & Machado Advogados - Escritório de advocacia em Macapá, Advogado civil em Macapá, Advogado de causas militares",,(96) 99155-0255,https://www.instagram.com/borgesmachadoadvogados/,"Av. Primeiro de Maio, 896 A - Trem, Macapá - AP, 68901-100","5,0",8,,,"https://www.google.com/maps/place/Borges+%26+Machado+Advogados+-+Escrit%C3%B3rio+de+advocacia+em+Macap%C3%A1,+Advogado+civil+em+Macap%C3%A1,+Advogado+de+causas+militares/data=!4m7!3m6!1s0x8d61e1af5780d019:0x7dad1023c1a69475!8m2!3d0.0248372!4d-51.064393!16s%2Fg%2F11c3svp94p!19sChIJGdCAV6_hYY0RdZSmwSMQrX0?authuser=0&hl=pt-BR&rclk=1"
Advogado Dr. Norberto Cantão,,(96) 3222-3314,,"Acelino de Leão, 1114 - Trem, Macapá - AP, 68901-092","5,0",2,0.0264883,-51.0658945,"https://www.google.com/maps/place/Advogado+Dr.+Norberto+Cant%C3%A3o/@0.0264883,-51.0658945,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a64734e275:0x8a0b790baf911b34!8m2!3d0.0264883!4d-51.0658945!16s%2Fg%2F11bwkhpscl?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cordovil & Holanda - Advogados,,(96) 98402-1293,https://www.instagram.com/cordovileholandaadvogados/,"Av. Heráclito Juares Filho, 2211 - Novo Buritizal, Macapá - AP, 68904-283","5,0",1,,,https://www.google.com/maps/place/Cordovil+%26+Holanda+-+Advogados/data=!4m7!3m6!1s0x8d61e100392fc401:0xde7854cdada28eb0!8m2!3d0.0218677!4d-51.0790169!16s%2Fg%2F11yp0hxtyq!19sChIJAcQvOQDhYY0RsI6irc1UeN4?authuser=0&hl=pt-BR&rclk=1
DIEGO MADNOERSAN ADVOCACIA,,,,"Av. Antônio Coelho de Carvalho, 1613 A - Central, Macapá - AP, 68900-015","5,0",1,0.0321867,-51.0655167,"https://www.google.com/maps/place/DIEGO+MADNOERSAN+ADVOCACIA/@0.0321867,-51.0655167,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1004a55ccdb:0x9beb232342b97933!8m2!3d0.0321867!4d-51.0655167!16s%2Fg%2F11z52781f0?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Costa - Ramos - Siqueira Advogados S/S,,(96) 99113-2661,,"Acelino de Leão, 756 - Trem, Macapá - AP, 68901-092","4,8",21,0.0262572,-51.0627609,"https://www.google.com/maps/place/Costa+-+Ramos+-+Siqueira+Advogados+S%2FS/@0.0262572,-51.0627609,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10e58c3cca1:0xbc1ed1b50a59f4e6!8m2!3d0.0262572!4d-51.0627609!16s%2Fg%2F1tfm7px5?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Adriano Ferreira Advocacia,,(96) 99908-7983,,"R. Prof. Tostes, 4193 - Muca, Macapá - AP, 68902-210","5,0",2,0.0101356,-51.0699772,"https://www.google.com/maps/place/Adriano+Ferreira+Advocacia/@0.0101356,-51.0699772,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e197957969ad:0x56521192e9cba3e0!8m2!3d0.0101356!4d-51.0699772!16s%2Fg%2F11s9bpf40r?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ramon Rêgo Advocacia,,(96) 98133-4848,http://www.ramonrego.adv.br/,"Av. Raimundo Álvares da Costa, 507 - Centro, Macapá - AP, 68900-074","4,5",8,,,https://www.google.com/maps/place/Ramon+R%C3%AAgo+Advocacia/data=!4m7!3m6!1s0x8d61e104646d93ef:0xd56000ef0ff6f5b9!8m2!3d0.0419272!4d-51.0549458!16s%2Fg%2F11cnc2l88l!19sChIJ75NtZAThYY0RufX2D-8AYNU?authuser=0&hl=pt-BR&rclk=1
Johnni Melo - Advogado Trabalhista,,(96) 99174-4511,https://johnnimeloadv.com/direito-do-trabalho/?utm_source=GMN&utm_campaign=direito_do_trabalho&utm_medium=GMN_Johnni&utm_content=GMN&utm_term=QUENTE_ORG,"R. Jovino Dinoá, 4470 - Beirol, Macapá - AP, 68902-030","5,0",12,,,https://www.google.com/maps/place/Johnni+Melo+-+Advogado+Trabalhista/data=!4m7!3m6!1s0x8d61e1963adf5fcb:0x9c70b8b61f08b06e!8m2!3d0.011906!4d-51.062032!16s%2Fg%2F11vwz6cq1b!19sChIJy1_fOpbhYY0RbrAIH7a4cJw?authuser=0&hl=pt-BR&rclk=1
Carlos Orlando Fonseca de Souza Advogado,,(96) 3222-2300,,"Av. Henrique Galucio, 2488 - Santa Rita, Macapá - AP, 68901-255","2,4",5,0.0322832,-51.0721844,"https://www.google.com/maps/place/Carlos+Orlando+Fonseca+de+Souza+Advogado/@0.0322832,-51.0721844,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e12901428009:0xa286cd7375e8b27f!8m2!3d0.0322832!4d-51.0721844!16s%2Fg%2F1tyt6d75?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
