Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Hospital Escola São Camilo e São Luis,,(96) 3312-2400,https://saocamilomacapa.org.br/,"Rua Dr. Marcelo Cândia, 742 - Santa Rita, Macapá - AP, 68901-901","3,4",56,,,https://www.google.com/maps/place/Hospital+Escola+S%C3%A3o+Camilo+e+S%C3%A3o+Luis/data=!4m7!3m6!1s0x8d61e16d2d006b45:0xe496396b6500b4da!8m2!3d0.0387189!4d-51.0749079!16s%2Fg%2F1yfjgj51d!19sChIJRWsALW3hYY0R2rQAZWs5luQ?authuser=0&hl=pt-BR&rclk=1
ICCA - Instituto Cristão de Cardiologia do Amapá,,(96) 3224-3317,http://icca.med.br/,"Rua Dr. Marcelo Cândia, 823 - Santa Rita, Macapá - AP, 68901-341","2,7",204,,,https://www.google.com/maps/place/ICCA+-+Instituto+Crist%C3%A3o+de+Cardiologia+do+Amap%C3%A1/data=!4m7!3m6!1s0x8d61e10d542256a9:0xa93dfec86329ba69!8m2!3d0.0377978!4d-51.0743191!16s%2Fg%2F1pty93r4j!19sChIJqVYiVA3hYY0RabopY8j-Pak?authuser=0&hl=pt-BR&rclk=1
Cirurgia Plástica Dr. Alexandre Lourinho,,(96) 3224-1460,,"Av. Duque de Caxias, 730 - Central, Macapá - AP, 68900-071","4,1",9,0.0395245,-51.0627623,"https://www.google.com/maps/place/Cirurgia+Pl%C3%A1stica+Dr.+Alexandre+Lourinho/@0.0395245,-51.0627623,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e11a248aa9ab:0x25142faf99aef485!8m2!3d0.0395245!4d-51.0627623!16s%2Fg%2F1tjdxyv7?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Camila Fialho, Cirurgiã Buco-Maxilo-Facial",,(96) 98409-2442,,"Edifício ACIA - R. Gen. Rondon, 1385 - Central, Macapá - AP, 68900-082","5,0",130,0.0402073,-51.0547707,"https://www.google.com/maps/place/Camila+Fialho,+Cirurgi%C3%A3+Buco-Maxilo-Facial/@0.0402073,-51.0547707,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1021896a1f3:0xf405ebfaf1d17968!8m2!3d0.0402073!4d-51.0547707!16s%2Fg%2F11fn0d7ppy?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Policlinica Mais Saúde,,(96) 4020-5552,https://www.policlinicasmaissaude.com.br/,"Av. Profa. Cora de Carvalho, 567 - Central, Macapá - AP, 68900-040","3,8",228,,,https://www.google.com/maps/place/Policlinica+Mais+Sa%C3%BAde/data=!4m7!3m6!1s0x8d61e1539a1e9ddd:0xb81981103ba48926!8m2!3d0.0351286!4d-51.0537664!16s%2Fg%2F11y488ts23!19sChIJ3Z0emlPhYY0RJomkOxCBGbg?authuser=0&hl=pt-BR&rclk=1
Oncológica do Brasil - Macapá,,(96) 99204-0604,https://oncologicadobrasil.com.br/unidades/macapa/5,"R. Leopoldo Machado, 1658 - Beirol, Macapá - AP, 68902-020","4,3",12,,,https://www.google.com/maps/place/Oncol%C3%B3gica+do+Brasil+-+Macap%C3%A1/data=!4m7!3m6!1s0x8d61e100048acb9d:0x8197dbf6d6fa16e9!8m2!3d0.037415!4d-51.0622044!16s%2Fg%2F11vyd2f3x8!19sChIJncuKBADhYY0R6Rb61vbbl4E?authuser=0&hl=pt-BR&rclk=1
Dr. Arthur Torrinha | Rinoplastia Estruturada,,(96) 99106-2025,https://drarthurrinoplastia.com.br/,"Av. José Antônio Siqueira, 1153 - Julião Ramos, Macapá - AP, 68908-193","4,9",36,,,https://www.google.com/maps/place/Dr.+Arthur+Torrinha+%7C+Rinoplastia+Estruturada/data=!4m7!3m6!1s0x8d61e1d0d7a1e873:0x7fd50602fd1a4877!8m2!3d0.0446735!4d-51.0605308!16s%2Fg%2F11s7gym6_y!19sChIJc-ih19DhYY0Rd0ga_QIG1X8?authuser=0&hl=pt-BR&rclk=1
Doutor Hérnia - Unidade Macapá,,(96) 99178-6400,https://www.doutorhernia.com.br/unidade/macapa-ap,"Av. Mendonça Furtado, 2326 - Santa Rita, Macapá - AP, 68901-254","4,6",10,,,https://www.google.com/maps/place/Doutor+H%C3%A9rnia+-+Unidade+Macap%C3%A1/data=!4m7!3m6!1s0x8d61e19d8f288a27:0x1b2b7a8e07a84176!8m2!3d0.038466!4d-51.072651!16s%2Fg%2F11smqyr88b!19sChIJJ4ooj53hYY0RdkGoB456Kxs?authuser=0&hl=pt-BR&rclk=1
Dr. Gregório Cirurgião Buco-Maxilo-Facial,,(96) 98136-4465,,"R. Gen. Rondon, 1385 - 15º andar, Sala 1507 - Central, Macapá - AP, 68900-082","5,0",10,0.0402073,-51.0547707,"https://www.google.com/maps/place/Dr.+Greg%C3%B3rio+Cirurgi%C3%A3o+Buco-Maxilo-Facial/@0.0402073,-51.0547707,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e18058a5d4ff:0xe8d9a217bde487e2!8m2!3d0.0402073!4d-51.0547707!16s%2Fg%2F11x5wfsxkw?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cirurgia Plástica Drª Zeneide A. Souza,,(96) 3224-2425,,"Av. Pres. Vargas, 1062 - Central, Macapá - AP, 68900-070","5,0",1,0.0380955,-51.0591693,"https://www.google.com/maps/place/Cirurgia+Pl%C3%A1stica+Dr%C2%AA+Zeneide+A.+Souza/@0.0380955,-51.0591693,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1109ea11ccb:0x7b84401eb107a28c!8m2!3d0.0380955!4d-51.0591693!16s%2Fg%2F1vbnqg4m?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Dr. Rubens Castro- Ginecologista, Pos- Graduado em Nutrologia e Pôs Graduado em Biofísica Aplicada a Saúde",,(96) 98107-5555,https://doutorrubenscastro.com/,"Av. Fab, 380 - Central, Macapá - AP, 68900-073","5,0",52,,,"https://www.google.com/maps/place/Dr.+Rubens+Castro-+Ginecologista,+Pos-+Graduado+em+Nutrologia+e+P%C3%B4s+Graduado+em+Biof%C3%ADsica+Aplicada+a+Sa%C3%BAde/data=!4m7!3m6!1s0x8d61e0e1eefbf90f:0x21bb08cd47db03e3!8m2!3d0.0405046!4d-51.0533019!16s%2Fg%2F11g8yc3qq7!19sChIJD_n77uHgYY0R4wPbR80IuyE?authuser=0&hl=pt-BR&rclk=1"
Clínica Santa Vida,,(96) 98108-3337,,"R. Jovino Dinoá, 911 - Jesus de Nazaré, Macapá - AP, 68908-121","4,5",12,0.0439208,-51.0594093,"https://www.google.com/maps/place/Cl%C3%ADnica+Santa+Vida/@0.0439208,-51.0594093,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1222013c1b7:0x11ec87296aabab2f!8m2!3d0.0439208!4d-51.0594093!16s%2Fg%2F11byv9r0jd?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Dra. Natália Saraiva Carvalho Dias Bittencourt, Médico clínico geral",,,https://www.doctoralia.com.br/natalia-saraiva-carvalho-dias-bittencourt/medico-clinico-geral/macapa?utm_source=google&utm_medium=gmb&utm_campaign=704914&utm_content=website,"Av. Coaraci Nunes, 706A - Central, Macapá - AP, 68900-907",,,0.033125,-51.0573082,"https://www.google.com/maps/place/Dra.+Nat%C3%A1lia+Saraiva+Carvalho+Dias+Bittencourt,+M%C3%A9dico+cl%C3%ADnico+geral/@0.033125,-51.0573082,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e14e0a3e37dd:0xac3f944ca238421!8m2!3d0.033125!4d-51.0573082!16s%2Fg%2F11sdblj2fh?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Into Instituto Norte De Otorrino,,(96) 98125-6145,,"Av. Raimundo Álvares da Costa, 1227 - Central, Macapá - AP, 68900-074","4,7",50,0.0423589,-51.0613537,"https://www.google.com/maps/place/Into+Instituto+Norte+De+Otorrino/@0.0423589,-51.0613537,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1218a829039:0x7fb1cb691f1068ab!8m2!3d0.0423589!4d-51.0613537!16s%2Fg%2F1thf9lw8?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Dr. Isaias Fiuza Cabral, Neurocirurgião",,(96) 98418-3246,https://www.doctoralia.com.br/isaias-fiuza-cabral/neurocirurgiao-neurologista/macapa?utm_source=google&utm_medium=gmb&utm_campaign=235259&utm_content=website,"Av. Profa. Cora de Carvalho, 1100 - Santa Rita, Macapá - AP, 68900-040","4,9",7,,,"https://www.google.com/maps/place/Dr.+Isaias+Fiuza+Cabral,+Neurocirurgi%C3%A3o/data=!4m7!3m6!1s0x8d61e1b223630c3b:0x9b1ed6f40f5c1219!8m2!3d0.0357173!4d-51.0586158!16s%2Fg%2F11hdq9fp9x!19sChIJOwxjI7LhYY0RGRJcD_TWHps?authuser=0&hl=pt-BR&rclk=1"
Dr. Wesley Amaral | Especialista em Quadril e Joelho,,(96) 98419-7628,http://lp.drwesleyortopedista.com.br/?utm_source=GMN_org&utm_campaign=site&utm_medium=GMN_DrWesleyAmaral_org&utm_content=Bio%20&utm_term=QUENTE_ORG,"Av. Procópio Rola, 2080 - Santa Rita, Macapá - AP, 68901-076","5,0",53,,,https://www.google.com/maps/place/Dr.+Wesley+Amaral+%7C+Especialista+em+Quadril+e+Joelho/data=!4m7!3m6!1s0x8d61e1005f5e0a5b:0xcb4e5b2afe9dd443!8m2!3d0.0416783!4d-51.0603807!16s%2Fg%2F11mlcn48j9!19sChIJWwpeXwDhYY0RQ9Sd_ipbTss?authuser=0&hl=pt-BR&rclk=1
CP Saúde,,(96) 99152-6779,https://www.consultoriodopovo.com.br/,"Av. Raimundo Álvares da Costa, 357 - Julião Ramos, Macapá - AP, 68900-074","3,7",139,,,https://www.google.com/maps/place/CP+Sa%C3%BAde/data=!4m7!3m6!1s0x8d61e0e043ab0fa5:0xa4fb8d3fcedd999c!8m2!3d0.0417606!4d-51.0535592!16s%2Fg%2F11gm810b63!19sChIJpQ-rQ-DgYY0RnJndzj-N-6Q?authuser=0&hl=pt-BR&rclk=1
+ SAÚDE VASCULAR -TRATAMENTO DE VARIZES DO AMAPÁ-SUS,,(96) 99116-0780,,"R. Odilardo Silva, 1370 - Central, Macapá - AP, 68900-151","4,3",6,0.039614,-51.0582239,"https://www.google.com/maps/place/%2B+SA%C3%9ADE+VASCULAR+-TRATAMENTO+DE+VARIZES+DO+AMAP%C3%81-SUS/@0.039614,-51.0582239,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1007de0f69f:0x6b90303fb5b3fb34!8m2!3d0.039614!4d-51.0582239!16s%2Fg%2F11w9bh31ym?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Consultório Médico Dr Detimar,,(96) 3222-4277,,"Av. Fab, 1070 - Santa Rita, Macapá - AP, 68906-005","3,8",4,0.0410668,-51.0595779,"https://www.google.com/maps/place/Consult%C3%B3rio+M%C3%A9dico+Dr+Detimar/@0.0410668,-51.0595779,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e119367f4393:0x86e172427b6466a6!8m2!3d0.0410668!4d-51.0595779!16s%2Fg%2F1ptwq4krr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clin Life,,(96) 3223-3431,,"Av. Machado de Assis, 35 - Central, Macapá - AP, 68900-066","4,8",4,0.0397392,-51.0602829,"https://www.google.com/maps/place/Clin+Life/@0.0397392,-51.0602829,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e119edd873d7:0x880861c7e1943b1a!8m2!3d0.0397392!4d-51.0602829!16s%2Fg%2F1ts_7ndg?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
