Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Espaço Recolorir,,(96) 99130-4052,,"Acelino de Leão, 912 - G - Trem, Macapá - AP, 68901-092",,,0.0264603,-51.0641028,"https://www.google.com/maps/place/Espa%C3%A7o+Recolorir/@0.0264603,-51.0641028,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e17a1834552f:0x2781efc94478dd68!8m2!3d0.0264603!4d-51.0641028!16s%2Fg%2F11smnx5hcv?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Instituto Voamente,,(96) 98128-4308,,"R. Paraná, 949b - Santa Rita, Macapá - AP, 68901-260","5,0",1,0.0374551,-51.076517,"https://www.google.com/maps/place/Instituto+Voamente/@0.0374551,-51.076517,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e18bd140cfbb:0xe4a7346e76e363c1!8m2!3d0.0374551!4d-51.076517!16s%2Fg%2F11y9ybf4dk?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Espaço Self - Psicóloga,,(96) 98124-0194,,"Av. dos Tupiniquins, 756 - Buritizal, Macapá - AP, 68902-866",,,0.0189067,-51.0681589,"https://www.google.com/maps/place/Espa%C3%A7o+Self+-+Psic%C3%B3loga/@0.0189067,-51.0681589,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e119a0f5af31:0xd222a55463ad22e3!8m2!3d0.0189067!4d-51.0681589!16s%2Fg%2F11smk6frlg?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Consultório de Psiquiatria e Psicologia,,(96) 3222-4455,,"Av. Clodóvio Coelho, 558 - Trem, Macapá - AP, 68901-110","3,8",4,0.0240125,-51.0623487,"https://www.google.com/maps/place/Consult%C3%B3rio+de+Psiquiatria+e+Psicologia/@0.0240125,-51.0623487,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e107ceb74e6f:0x78a0d5bdd9677ed4!8m2!3d0.0240125!4d-51.0623487!16s%2Fg%2F11bw5mfg9w?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Soe,,(96) 98135-6864,https://instagram.com/clinica.soeap?igshid=OGQ5ZDc2ODk2ZA==,"Av. Henrique Galucio, 3157 - Nova Esperança, Macapá - AP, 68901-261","5,0",10,,,https://www.google.com/maps/place/Soe/data=!4m7!3m6!1s0x8d61e13005dee283:0x4a33777e389627a2!8m2!3d0.0324241!4d-51.0792318!16s%2Fg%2F11l5g9312f!19sChIJg-LeBTDhYY0RoieWOH53M0o?authuser=0&hl=pt-BR&rclk=1
Luiz Henrique Oliveira,,(96) 98418-7070,https://www.cliqueiachei.com.br/telefone/macapa/ap/luiz-henrique-oliveira-,"R. Manoel Eudóxio Pereira, 1278 - Centro, Macapá - AP, 68900-021","5,0",5,,,https://www.google.com/maps/place/Luiz+Henrique+Oliveira/data=!4m7!3m6!1s0x8d61e16ccedc7197:0x17a5af7f3c60a67!8m2!3d0.0388033!4d-51.0663219!16s%2Fg%2F11nmmqkhky!19sChIJl3HczmzhYY0RZwrG8_daegE?authuser=0&hl=pt-BR&rclk=1
Perfins consultório de psicologia,,,,"Av. Duque de Caxias, 1065 - Santa Rita, Macapá - AP, 68900-071","5,0",1,0.0393853,-51.0658683,"https://www.google.com/maps/place/Perfins+consult%C3%B3rio+de+psicologia/@0.0393853,-51.0658683,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10039ff6341:0x2b745b2dd236d314!8m2!3d0.0393853!4d-51.0658683!16s%2Fg%2F11ycj1j6_4?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicólogo Geremias Mendes Sousa,,(96) 99143-5354,,"R. Leopoldo Machado, 1605 - Centro, Macapá - AP, 68900-067","5,0",1,0.0376803,-51.0619377,"https://www.google.com/maps/place/Psic%C3%B3logo+Geremias+Mendes+Sousa/@0.0376803,-51.0619377,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e79975a13043:0xec805c00c180657f!8m2!3d0.0376803!4d-51.0619377!16s%2Fg%2F11k46r07sr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicólogo Kevin Ribeiro,,(96) 98138-7748,https://msha.ke/kevinribeiro,"R. Hamilton Silva, 2074 - Central, Macapá - AP, 68900-068","5,0",2,,,https://www.google.com/maps/place/Psic%C3%B3logo+Kevin+Ribeiro/data=!4m7!3m6!1s0x8d61e1aaaa98b9a3:0x6e2502b2a70875e9!8m2!3d0.0310353!4d-51.0647981!16s%2Fg%2F11pdxwd8vp!19sChIJo7mYqqrhYY0R6XUIp7ICJW4?authuser=0&hl=pt-BR&rclk=1
Psicólogo Adymailson Santos,,(96) 99129-4307,,"Av. Duque de Caxias, 1129 - 805 - Santa Rita, Macapá - AP, 68900-071","5,0",2,0.0394398,-51.0663108,"https://www.google.com/maps/place/Psic%C3%B3logo+Adymailson+Santos/@0.0394398,-51.0663108,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1156ccf5d11:0x71d82b87d6d41be2!8m2!3d0.0394398!4d-51.0663108!16s%2Fg%2F11grc934lj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clinica Neuroimaginar,,(96) 98429-9319,,"Edifício Office Center - Av. Fab, 1070 - 1° andar, sala 101 - Santa Rita, Macapá - AP, 68901-259","5,0",20,0.0410835,-51.0595724,"https://www.google.com/maps/place/Clinica+Neuroimaginar/@0.0410835,-51.0595724,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1205b37907d:0xfa38487d8d8edb50!8m2!3d0.0410835!4d-51.0595724!16s%2Fg%2F11w3rbsbfn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica Podosports,,(96) 98113-7576,https://www.clinicapodosports.com.br/,"Av. Mãe Luzia, 1325 - Jesus de Nazaré, Macapá - AP, 68908-122","4,9",26,,,https://www.google.com/maps/place/Cl%C3%ADnica+Podosports/data=!4m7!3m6!1s0x8d61e1105db93627:0xde5acadb823942f8!8m2!3d0.0456252!4d-51.062264!16s%2Fg%2F11hbgk8wby!19sChIJJza5XRDhYY0R-EI5gtvKWt4?authuser=0&hl=pt-BR&rclk=1
Psicólogo Marcilio Lira de Souza Filho,,(96) 98122-5973,http://www.marciliolira.com/,"Empresarial Office Araguay - R. Manoel Eudóxio Pereira, 1210 - sl 904 - Central, Macapá - AP, 68900-010","5,0",1,,,https://www.google.com/maps/place/Psic%C3%B3logo+Marcilio+Lira+de+Souza+Filho/data=!4m7!3m6!1s0x8d61e0fe76dfd5bf:0x6ad0e27e7a8f7183!8m2!3d0.0393654!4d-51.066335!16s%2Fg%2F1ptz0xvn2!19sChIJv9Xfdv7gYY0Rg3GPen7i0Go?authuser=0&hl=pt-BR&rclk=1
Mosaico- Espaço Terapêutico,,(96) 98134-7427,,"Av. Gen. Gurjão, 318 - Central, Macapá - AP, 68900-015","5,0",1,0.0362717,-51.0535577,"https://www.google.com/maps/place/Mosaico-+Espa%C3%A7o+Terap%C3%AAutico/@0.0362717,-51.0535577,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e108cc4c0aed:0xa8b799120cc2d17a!8m2!3d0.0362717!4d-51.0535577!16s%2Fg%2F11fp1rkgr8?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Juliana Assis,,(96) 98114-5646,,"Av. Desidério Antônio Coelho, 701 - Trem, Macapá - AP, 68901-080",,,0.0266943,-51.0621151,"https://www.google.com/maps/place/Psic%C3%B3loga+Juliana+Assis/@0.0266943,-51.0621151,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e119335ac293:0xc1d03f77f4b4fc12!8m2!3d0.0266943!4d-51.0621151!16s%2Fg%2F12hlbhqbj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Vitallmente,,(96) 98143-5222,,"Acelino de Leão, 742 - Trem, Macapá - AP, 68901-092","5,0",2,0.0262534,-51.0626306,"https://www.google.com/maps/place/Vitallmente/@0.0262534,-51.0626306,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e120197a7397:0xc8784a6dfb21cbb3!8m2!3d0.0262534!4d-51.0626306!16s%2Fg%2F11spwjzswq?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Infantil - Marilúcia Franco,,(96) 98117-6324,https://www.instagram.com/psic.marilucia/,"R. São José, 715 - Laguinho, Macapá - AP, 68908-182","5,0",12,,,https://www.google.com/maps/place/Psic%C3%B3loga+Infantil+-+Maril%C3%BAcia+Franco/data=!4m7!3m6!1s0x8d61e1202920f38d:0x4daa71420c517929!8m2!3d0.0468779!4d-51.0508802!16s%2Fg%2F11m6xh848y!19sChIJjfMgKSDhYY0RKXlRDEJxqk0?authuser=0&hl=pt-BR&rclk=1
Clínica Sonora Macapá,,(96) 98111-1060,https://instagram.com/sonoramcp?igshid=ZDdkNTZiNTM=,"Av. Procópio Rola, 2738 - Santa Rita, Macapá - AP, 68901-076","4,7",3,,,https://www.google.com/maps/place/Cl%C3%ADnica+Sonora+Macap%C3%A1/data=!4m7!3m6!1s0x8d61e1a496c5e0e5:0xbb7417d2d9c0c82d!8m2!3d0.043068!4d-51.077664!16s%2Fg%2F11lsmgt_g7!19sChIJ5eDFlqThYY0RLcjA2dIXdLs?authuser=0&hl=pt-BR&rclk=1
Psicóloga Thayna Raysa,,,,"Av. Procópio Rola, 128 - Centro, Macapá - AP, 68900-081",,,0.0414434,-51.0540805,"https://www.google.com/maps/place/Psic%C3%B3loga+Thayna+Raysa/@0.0414434,-51.0540805,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e18c3f49142b:0x76dbbec82daa30de!8m2!3d0.0414434!4d-51.0540805!16s%2Fg%2F11z275ystz?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Unidade Básica de Saúde Dr. Lélio Silva,,,http://macapa.ap.gov.br/,"Rua José Valente dos Santos, 126 - Novo Buritizal, Macapá - AP, 68904-250","4,3",77,0.0228425,-51.079584,"https://www.google.com/maps/place/Unidade+B%C3%A1sica+de+Sa%C3%BAde+Dr.+L%C3%A9lio+Silva/@0.0228425,-51.079584,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b24b9cd0c1:0x476046a0c9cce42b!8m2!3d0.0228425!4d-51.079584!16s%2Fg%2F1tjz8_bf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica do Trabalhador,,(96) 3281-2552,,"R. Pedro Salvador Diniz, 1378 - Hospitalidade, Santana - AP, 68925-177",,,-0.0438264,-51.1658822,"https://www.google.com/maps/place/Cl%C3%ADnica+do+Trabalhador/@-0.0438264,-51.1658822,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1cb871d7204d:0xd3fd47b347103717!8m2!3d-0.0438264!4d-51.1658822!16s%2Fg%2F11bwpbpyxw?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
• CONSCIÊNCIA - Consultório de Psicologia,,(96) 99134-0508,https://instagram.com/pontoconsciencia?igshid=OGQ5ZDc2ODk2ZA==,"Av. Duque de Caxias Office Araguary Business Center, Sala 805 - Central, Macapá - AP, 68900-071",,,,,https://www.google.com/maps/place/%E2%80%A2+CONSCI%C3%8ANCIA+-+Consult%C3%B3rio+de+Psicologia/data=!4m7!3m6!1s0x8d61e1d303d0b835:0x7da16ea9921103ac!8m2!3d0.0393751!4d-51.0664012!16s%2Fg%2F11h8l6n1fw!19sChIJNbjQA9PhYY0RrAMRkqluoX0?authuser=0&hl=pt-BR&rclk=1
UBS Perpétuo Socorro,,(96) 98131-5492,,"R. Rio Xingu, 138-218 - Perpétuo Socorro, Macapá - AP, 68905-560","3,6",47,0.0451281,-51.0498157,"https://www.google.com/maps/place/UBS+Perp%C3%A9tuo+Socorro/@0.0451281,-51.0498157,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ffe945595d:0x9888b7bac0066849!8m2!3d0.0451281!4d-51.0498157!16s%2Fg%2F11k1frv23m?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Eloya Caroline,,(96) 99130-7408,https://instagram.com/psicologa.eloyacaroline?utm_source=qr&igshid=ZDc4ODBmNjlmNQ%3D%3D,,"5,0",13,-14.4095261,-51.31668,"https://www.google.com/maps/place/Psic%C3%B3loga+Eloya+Caroline/@-14.4095261,-51.31668,4z/data=!3m1!4b1!4m6!3m5!1s0x8d61e16c29e81eef:0x3c788a376645bced!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11v653jqg_?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Jakellyne Moraes,,(96) 99113-3817,,"Av. Ataíde Teive, 1937 - Central, Macapá - AP, 68900-095",,,0.0311142,-51.0697468,"https://www.google.com/maps/place/Psic%C3%B3loga+Jakellyne+Moraes/@0.0311142,-51.0697468,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e14b0ed1dc2d:0x35adec25b8a1b5e5!8m2!3d0.0311142!4d-51.0697468!16s%2Fg%2F11nc4y8m23?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Cassandra Moraes,,(96) 98139-2159,,"Av. Machado de Assis, 298 - Central, Macapá - AP, 68900-066","5,0",1,0.040331,-51.062572,"https://www.google.com/maps/place/Psic%C3%B3loga+Cassandra+Moraes/@0.040331,-51.062572,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1f9ffe2875f:0xe36568395daf9046!8m2!3d0.040331!4d-51.062572!16s%2Fg%2F11lcyr2cyd?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ecoar - Espaço multidisciplinar,,(96) 99170-9817,,"R. Goiás, 621 - Pacoval, Macapá - AP, 68908-340","5,0",1,0.0570496,-51.0585557,"https://www.google.com/maps/place/Ecoar+-+Espa%C3%A7o+multidisciplinar/@0.0570496,-51.0585557,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a4f4cf9c6d:0x91812450ab357597!8m2!3d0.0570496!4d-51.0585557!16s%2Fg%2F11j8_wkflt?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicossocial Da PMAP,,(96) 98415-6267,https://www.instagram.com/divisaopsicossocial?igsh=NXNybXB6bTNrN3Fv,"DSAU-Policlínica da PMAP - R. Jovino Dinoá, 3671 - Beirol, Macapá - AP, 68902-030","4,6",42,,,https://www.google.com/maps/place/Psicossocial+Da+PMAP/data=!4m7!3m6!1s0x8d61e1b3d6fdc5b3:0x22769fb2a2feb35e!8m2!3d0.0192484!4d-51.060727!16s%2Fg%2F11b6hlhv41!19sChIJs8X91rPhYY0RXrP-orKfdiI?authuser=0&hl=pt-BR&rclk=1
Tríplice - Clínica de Psicologia Comportamental,,,,"Av. Desidério Antônio Coelho, 1972 - Trem, Macapá - AP, 68901-080",,,0.0278563,-51.0740305,"https://www.google.com/maps/place/Tr%C3%ADplice+-+Cl%C3%ADnica+de+Psicologia+Comportamental/@0.0278563,-51.0740305,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a048bc0d75:0x86bc668c3a3835f5!8m2!3d0.0278563!4d-51.0740305!16s%2Fg%2F11b6hnrz_4?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Monique Peixoto,,(96) 98115-3284,,"R. Jovino Dinoá, 911 - Jesus de Nazaré, Macapá - AP, 68908-121","5,0",1,0.0439208,-51.0594093,"https://www.google.com/maps/place/Monique+Peixoto/@0.0439208,-51.0594093,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1fc5f9f66bd:0xc9456458937b7e10!8m2!3d0.0439208!4d-51.0594093!16s%2Fg%2F11p0hdw6dp?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicólogo Diego Almeida,,(96) 99108-7224,,"esquina com - Av FAB - Edifício Macapá Office, R. Jovino Dinoá - Central, Macapá - AP, 68906-000","5,0",3,0.0410119,-51.0595992,"https://www.google.com/maps/place/Psic%C3%B3logo+Diego+Almeida/@0.0410119,-51.0595992,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1d824d910ad:0x1b718023ce7a7a6b!8m2!3d0.0410119!4d-51.0595992!16s%2Fg%2F11t4f9zv7m?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Policlinica Mais Saúde,,(96) 4020-5552,https://www.policlinicasmaissaude.com.br/,"Av. Profa. Cora de Carvalho, 567 - Central, Macapá - AP, 68900-040","3,8",228,,,https://www.google.com/maps/place/Policlinica+Mais+Sa%C3%BAde/data=!4m7!3m6!1s0x8d61e1539a1e9ddd:0xb81981103ba48926!8m2!3d0.0351286!4d-51.0537664!16s%2Fg%2F11y488ts23!19sChIJ3Z0emlPhYY0RJomkOxCBGbg?authuser=0&hl=pt-BR&rclk=1
Cirlene Maciel dos Santos - Psicóloga Clínica e Psicanalista,,(96) 99118-2026,https://www.cliqueiachei.com.br/telefone/macapa/ap/cirlene-maciel-dos-santos,"R. Manoel Eudóxio Pereira, 1278 - Centro, Macapá - AP, 68900-021",,,,,https://www.google.com/maps/place/Cirlene+Maciel+dos+Santos+-+Psic%C3%B3loga+Cl%C3%ADnica+e+Psicanalista/data=!4m7!3m6!1s0x8d61e1db79a63b73:0xdb8b1ec76cba6ab5!8m2!3d0.0388033!4d-51.0663219!16s%2Fg%2F11rc7wh_lp!19sChIJczumedvhYY0RtWq6bMcei9s?authuser=0&hl=pt-BR&rclk=1
Espaço Psicologia Adriana Jansen,,(96) 98148-9192,,"R. Rio Purús, 114 - Perpétuo Socorro, Macapá - AP, 68905-520","5,0",1,0.041816,-51.05052,"https://www.google.com/maps/place/Espa%C3%A7o+Psicologia+Adriana+Jansen/@0.041816,-51.05052,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e165207c5d89:0x7becaaf7d46825d4!8m2!3d0.041816!4d-51.05052!16s%2Fg%2F11gdjpmkzk?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cognição | Psicologia e Neuropsicologia,,(96) 98140-0663,,"Av. Fab, 1070 - Sala 608 - Santa Rita, Macapá - AP, 68900-073","4,0",4,0.0409153,-51.0595565,"https://www.google.com/maps/place/Cogni%C3%A7%C3%A3o+%7C+Psicologia+e+Neuropsicologia/@0.0409153,-51.0595565,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e11dd48e9755:0xd18459ad02736892!8m2!3d0.0409153!4d-51.0595565!16s%2Fg%2F11kr_v2t4d?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Vulpix Espaço Saúde,,(96) 99901-4581,https://portal.vulpixsaude.com.br/,"Av. Procópio Rola, 128 - Centro, Macapá - AP, 68900-081","5,0",21,,,https://www.google.com/maps/place/Vulpix+Espa%C3%A7o+Sa%C3%BAde/data=!4m7!3m6!1s0x8d61e1a4e9a82d1b:0xb9c164b33d4475ba!8m2!3d0.041435!4d-51.054088!16s%2Fg%2F11gh00typh!19sChIJGy2o6aThYY0RunVEPbNkwbk?authuser=0&hl=pt-BR&rclk=1
Conceição Teixeira - Terapeuta em Homeopatia e Psicóloga Clínica,,(96) 98113-9068,,"Av. Mendonça Furtado, 2279 - Santa Rita, Macapá - AP, 68901-254",,,0.0381152,-51.0722805,"https://www.google.com/maps/place/Concei%C3%A7%C3%A3o+Teixeira+-+Terapeuta+em+Homeopatia+e+Psic%C3%B3loga+Cl%C3%ADnica/@0.0381152,-51.0722805,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b2b2367247:0xf85baafebe738a9c!8m2!3d0.0381152!4d-51.0722805!16s%2Fg%2F11jvbym7xt?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clinica Bella Vita,,(96) 98417-2413,,"Av. Profa. Cora de Carvalho, 3720 - Santa Rita, Macapá - AP, 68901-335",,,0.03745,-51.0826376,"https://www.google.com/maps/place/Clinica+Bella+Vita/@0.03745,-51.0826376,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e15000276ac7:0x68b755f08608f53d!8m2!3d0.03745!4d-51.0826376!16s%2Fg%2F11vc749myk?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica Leonai Garcia,,(96) 3222-1645,,"R. Eliezer Levy, 344 - Julião Ramos, Macapá - AP, 68908-183","4,4",139,0.0486483,-51.0557439,"https://www.google.com/maps/place/Cl%C3%ADnica+Leonai+Garcia/@0.0486483,-51.0557439,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1270e787e21:0xcd978fbfdb970a49!8m2!3d0.0486483!4d-51.0557439!16s%2Fg%2F11bwfm6xv8?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Manuelle Brito,,(96) 98140-4724,,"R. Jovino Dinoá, 33 - Beirol, Macapá - AP, 68902-765",,,0.0529299,-51.0589097,"https://www.google.com/maps/place/Manuelle+Brito/@0.0529299,-51.0589097,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1269d56144d:0x1a55dc1cc550ec2e!8m2!3d0.0529299!4d-51.0589097!16s%2Fg%2F1ptxgfjzb?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Espaço Humanizar,,,,"Av. Jose Tupinamba de Almeida, 1462 - Julião Ramos, Macapá - AP, 68908-188","3,0",1,0.0473711,-51.0631408,"https://www.google.com/maps/place/Espa%C3%A7o+Humanizar/@0.0473711,-51.0631408,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e15960fd408f:0x72de1c75d2299427!8m2!3d0.0473711!4d-51.0631408!16s%2Fg%2F11fwx7b94c?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Dra. Letícia Novaes, Psicólogo",,,,"Av. Almirante Barroso, 2560 - Santa Rita, Macapá - AP, 68900-041",,,0.0381689,-51.0802669,"https://www.google.com/maps/place/Dra.+Let%C3%ADcia+Novaes,+Psic%C3%B3logo/@0.0381689,-51.0802669,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1645a222a37:0xdcc9241f7e39d114!8m2!3d0.0381689!4d-51.0802669!16s%2Fg%2F11n5skd6s5?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica NeoVita,,(96) 98139-2159,,"Av. Mendonça Furtado, 2278 - Central, Macapá - AP, 68901-254","4,8",18,0.0384109,-51.0721531,"https://www.google.com/maps/place/Cl%C3%ADnica+NeoVita/@0.0384109,-51.0721531,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ba4401cffd:0xd8aaed06b52c144d!8m2!3d0.0384109!4d-51.0721531!16s%2Fg%2F11j1sg1w99?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Hospital de Clínicas Doutor Alberto Lima,,(96) 3131-2439,,"Av. Fab, 70 - CENTRO, Macapá - AP, 68900-073","2,9",76,0.0401195,-51.0586932,"https://www.google.com/maps/place/Hospital+de+Cl%C3%ADnicas+Doutor+Alberto+Lima/@0.0401195,-51.0586932,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1142c10ea69:0x419fecc50675a53c!8m2!3d0.0401195!4d-51.0586932!16s%2Fg%2F120trykn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Reabilitar Clinic,,(96) 99150-1335,,"Av. Profa. Cora de Carvalho, 922 B - Central, Macapá - AP, 68900-040","3,8",19,0.0356101,-51.0571578,"https://www.google.com/maps/place/Reabilitar+Clinic/@0.0356101,-51.0571578,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1032455792f:0xaaae456db06b5e4a!8m2!3d0.0356101!4d-51.0571578!16s%2Fg%2F11bwcbb2vf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica Salutte - Saúde Física e Mental,,(96) 99175-6502,https://instagram.com/clinicasalutteap?igshid=YmMyMTA2M2Y=,"Av. Gen. Gurjão, 318 - Central, Macapá - AP, 68900-050","5,0",11,,,https://www.google.com/maps/place/Cl%C3%ADnica+Salutte+-+Sa%C3%BAde+F%C3%ADsica+e+Mental/data=!4m7!3m6!1s0x8d61e1cc70d20a45:0x97f48b5bef04a6ae!8m2!3d0.0363083!4d-51.0535546!16s%2Fg%2F11ty0jt4bw!19sChIJRQrScMzhYY0RrqYE71uL9Jc?authuser=0&hl=pt-BR&rclk=1
Clínica - Psicologia e Neuropsicologia,,,,"Altos da Odonto Advance - Av. Ataíde Teive, 1217 - sala 2 - Centro, Macapá - AP, 68900-095",,,0.0305182,-51.0633039,"https://www.google.com/maps/place/Cl%C3%ADnica+-+Psicologia+e+Neuropsicologia/@0.0305182,-51.0633039,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1adedc6cdcb:0x3803eb0118c89d7e!8m2!3d0.0305182!4d-51.0633039!16s%2Fg%2F11kxc8prk0?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica Intelectos,,(96) 99194-8994,https://www.instagram.com/clinica.intelectos?igsh=MWhyNDE3eHpvb2I2cg==,"R. São José, 715 - Laguinho, Macapá - AP, 68908-015","5,0",5,,,https://www.google.com/maps/place/Cl%C3%ADnica+Intelectos/data=!4m7!3m6!1s0x8d61e1b49c6a8293:0xf5b602eef2613668!8m2!3d0.0468779!4d-51.0508802!16s%2Fg%2F11xm69504h!19sChIJk4JqnLThYY0RaDZh8u4CtvU?authuser=0&hl=pt-BR&rclk=1
