Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Totaliza Contabilidade,,,,"R. Odilardo Silva, 3364-3380 - Julião Ramos, Macapá - AP, 68908-182","3,0",1,0.02166,-51.0592702,"https://www.google.com/maps/place/Totaliza+Contabilidade/@0.02166,-51.0592702,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b2018d04e5:0x6899e4609bbf6569!8m2!3d0.02166!4d-51.0592702!16s%2Fg%2F11g6tybr9v?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Prosperar Contabilidade,,(96) 99102-9076,,"Av. Padre Júlio Maria Lombaerd, 1756 - Central, Macapá - AP, 68900-030","5,0",1,0.0353472,-51.0648098,"https://www.google.com/maps/place/Prosperar+Contabilidade/@0.0353472,-51.0648098,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a47c193645:0xdb2dbe757873c9ab!8m2!3d0.0353472!4d-51.0648098!16s%2Fg%2F11vz0xrbh9?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Evolução contábil,,(96) 3223-5120,,"Av. Raimundo Álvares da Costa, 309 - A - CENTRO, Macapá - AP, 68900-074","5,0",10,0.0417464,-51.0530684,"https://www.google.com/maps/place/Evolu%C3%A7%C3%A3o+cont%C3%A1bil/@0.0417464,-51.0530684,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1e29c686401:0xbb0acbe9e3eec4bc!8m2!3d0.0417464!4d-51.0530684!16s%2Fg%2F11ssjws6ty?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Equivalência Contábil,,(96) 98407-6580,https://equivalenciagestaocontabil.com.br/,"Av. Felíciano Coelho, 917 - Trem, Macapá - AP, 68901-025","5,0",2,,,https://www.google.com/maps/place/Equival%C3%AAncia+Cont%C3%A1bil/data=!4m7!3m6!1s0x8d61e1df52298035:0x71d5869b84a89ed3!8m2!3d0.0289435!4d-51.0620193!16s%2Fg%2F11rgd8nk2y!19sChIJNYApUt_hYY0R056ohJuG1XE?authuser=0&hl=pt-BR&rclk=1
Serwath Soluções Contábeis,,(96) 98404-8022,https://serwathsolucoes.com.br/,"R. Jovino Dinoá, 1465 - Central, Macapá - AP, 68900-075","5,0",8,,,https://www.google.com/maps/place/Serwath+Solu%C3%A7%C3%B5es+Cont%C3%A1beis/data=!4m7!3m6!1s0x8d61e11b8d2c49fd:0x995619872256dd41!8m2!3d0.0389861!4d-51.059821!16s%2Fg%2F1ptxqhf2z!19sChIJ_UksjRvhYY0RQd1WIocZVpk?authuser=0&hl=pt-BR&rclk=1
RSM Contabilidade & Consultoria,,(96) 99111-0136,,"R. Leopoldo Machado, 769 - Letra B - Jesus de Nazaré, Macapá - AP, 68908-120","4,9",12,0.045384,-51.0614902,"https://www.google.com/maps/place/RSM+Contabilidade+%26+Consultoria/@0.045384,-51.0614902,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0fff3f675b9:0x4630ecb952f53137!8m2!3d0.045384!4d-51.0614902!16s%2Fg%2F11b7ln88qn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Leal Absolute Contabilidade,,(96) 99190-2125,,"Av. Diógenes Silva, 963 - Trem, Macapá - AP, 68901-090","5,0",1,0.025275,-51.0644138,"https://www.google.com/maps/place/Leal+Absolute+Contabilidade/@0.025275,-51.0644138,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1fe806cc057:0x6b1ecb704707cd03!8m2!3d0.025275!4d-51.0644138!16s%2Fg%2F11vb32y5ys?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
"Wise Group - Contabilidade, RH & Marketing",,(96) 98413-0811,,"R. Hildemar Maia, 577 - Santa Rita, Macapá - AP, 68908-119","5,0",1,0.0434712,-51.0698175,"https://www.google.com/maps/place/Wise+Group+-+Contabilidade,+RH+%26+Marketing/@0.0434712,-51.0698175,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b02a31fd1f:0xb1b6ccbec6d07be8!8m2!3d0.0434712!4d-51.0698175!16s%2Fg%2F11x1qk5khk?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cavalcante & Almeida - Contadores Associados,,(96) 99171-6771,,"R. Independência, 192 - Central, Macapá - AP, 68906-645","5,0",1,0.0338978,-51.0501026,"https://www.google.com/maps/place/Cavalcante+%26+Almeida+-+Contadores+Associados/@0.0338978,-51.0501026,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e13dcdd543e7:0xdd2b9992fc3d7eb3!8m2!3d0.0338978!4d-51.0501026!16s%2Fg%2F11rjn2qg8x?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ARTHUR OLIVEIRA CONTABILIDADE & NEGOCIOS,,(96) 99138-1163,https://excelencia-solucoes-contabeis.webnode.com/,"Rua Claudomiro de Moraes, 1339 - Novo Buritizal, Macapá - AP, 68904-001","5,0",1,,,https://www.google.com/maps/place/ARTHUR+OLIVEIRA+CONTABILIDADE+%26+NEGOCIOS/data=!4m7!3m6!1s0x8d61e173456f7015:0x14db126f538fe858!8m2!3d0.014095!4d-51.0827592!16s%2Fg%2F11h6bf4hcp!19sChIJFXBvRXPhYY0RWOiPU28S2xQ?authuser=0&hl=pt-BR&rclk=1
R P Contabilidade,,(96) 99172-6965,,"R. Odilardo Silva, 962 - K - Laguinho, Macapá - AP, 68908-182","5,0",1,0.0433524,-51.0578597,"https://www.google.com/maps/place/R+P+Contabilidade/@0.0433524,-51.0578597,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e100149a5767:0xddcf9e9cc8cc1647!8m2!3d0.0433524!4d-51.0578597!16s%2Fg%2F11ld1fbpp_?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório de Contabilidade Lourenço Almeida,,(96) 99142-7466,,"Av. Profa. Cora de Carvalho, 579 - Central, Macapá - AP, 68901-335","5,0",1,0.0350633,-51.0542104,"https://www.google.com/maps/place/Escrit%C3%B3rio+de+Contabilidade+Louren%C3%A7o+Almeida/@0.0350633,-51.0542104,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1029dade037:0xf9f6df75e60e1542!8m2!3d0.0350633!4d-51.0542104!16s%2Fg%2F11bwfmb1cf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório Contabilidade VS CONTABIL,,(96) 99135-6943,https://wa.me/559691322481,"R. Bacabeira, 143 - Brasil Novo, Macapá - AP, 68909-306","5,0",21,,,https://www.google.com/maps/place/Escrit%C3%B3rio+Contabilidade+VS+CONTABIL/data=!4m7!3m6!1s0x8d61e7c772dd8ba1:0x29594171bfdf863!8m2!3d0.088723!4d-51.083352!16s%2Fg%2F11shx7s9c0!19sChIJoYvdcsfnYY0RY_j9GxeUlQI?authuser=0&hl=pt-BR&rclk=1
LiedoBacelar Contabilidade Consultiva,,(96) 99114-2262,,"R. Hugo Alves Pinto - Perpétuo Socorro, Macapá - AP, 68900-000",,,0.0449928,-51.0482091,"https://www.google.com/maps/place/LiedoBacelar+Contabilidade+Consultiva/@0.0449928,-51.0482091,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a7194fee77:0xdd0031a266fb9c41!8m2!3d0.0449928!4d-51.0482091!16s%2Fg%2F11jpgg8v0s?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
NTW Contabilidade & Gestão Empresarial - Macapá,,(96) 98115-9769,,"Av. Padre Júlio Maria Lombaerd, 576 - C - Central, Macapá - AP, 68900-030","5,0",3,0.0345892,-51.0542228,"https://www.google.com/maps/place/NTW+Contabilidade+%26+Gest%C3%A3o+Empresarial+-+Macap%C3%A1/@0.0345892,-51.0542228,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b59152d15b:0x38d46f6accfb5152!8m2!3d0.0345892!4d-51.0542228!16s%2Fg%2F11k_nzfzxj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
M&G Assessoria Contábil e Empresarial,,(96) 3333-6801,,"Av. Henrique Galucio, 1756 - Central, Macapá - AP, 68900-115","5,0",2,0.0318526,-51.0661995,"https://www.google.com/maps/place/M%26G+Assessoria+Cont%C3%A1bil+e+Empresarial/@0.0318526,-51.0661995,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e11718d9f079:0xe9a6125d8b126f4!8m2!3d0.0318526!4d-51.0661995!16s%2Fg%2F11sbc3bb7v?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
SERVIR CONTABILIDADE,,(96) 98414-6075,http://servircontabilidad.wixsite.com/servircontabilidade,"Av. Roque de Souza Penafort, 3102 C - Santa Rita, Macapá - AP, 68901-290","5,0",2,,,https://www.google.com/maps/place/SERVIR+CONTABILIDADE/data=!4m7!3m6!1s0x8d61e174682a7a77:0x5320124c5e1e114c!8m2!3d0.0319646!4d-51.0787086!16s%2Fg%2F11c1tdbwnd!19sChIJd3oqaHThYY0RTBEeXkwSIFM?authuser=0&hl=pt-BR&rclk=1
R S CONTABILIDADE E ASSESSORIA IMOBILIARIA,,(96) 99112-6685,,"Av. 13 de Setembro, 1495 - B - Buritizal, Macapá - AP, 68902-865","3,0",2,0.0226506,-51.0707471,"https://www.google.com/maps/place/R+S+CONTABILIDADE+E+ASSESSORIA+IMOBILIARIA/@0.0226506,-51.0707471,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e106174ce345:0xbf59e9657dfdf747!8m2!3d0.0226506!4d-51.0707471!16s%2Fg%2F11t9kkff30?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Kairós Contabilidade,,(96) 99125-9536,https://api.whatsapp.com/send?phone=5596991120298&text=Ol%C3%A1!,"Av. Profa. Cora de Carvalho, 3652 - Santa Rita, Macapá - AP, 68901-335","5,0",4,,,https://www.google.com/maps/place/Kair%C3%B3s+Contabilidade/data=!4m7!3m6!1s0x8d61e11b6e6e95a3:0x8add8e9d7687ab97!8m2!3d0.0373668!4d-51.081702!16s%2Fg%2F11bx5phkbs!19sChIJo5VubhvhYY0Rl6uHdp2O3Yo?authuser=0&hl=pt-BR&rclk=1
Instituto Contábil Empresarial,,(96) 99109-8567,https://www.institutocontabilap.com.br/contato,"Av. Pres. Vargas, 1917 A - Santa Rita, Macapá - AP, 68900-070",,,,,https://www.google.com/maps/place/Instituto+Cont%C3%A1bil+Empresarial/data=!4m7!3m6!1s0x8d61e110fcf10001:0x83a0d1aab5c5e44a!8m2!3d0.0384702!4d-51.066903!16s%2Fg%2F11mwrqb2m4!19sChIJAQDx_BDhYY0RSuTFtarRoIM?authuser=0&hl=pt-BR&rclk=1
PJ CONTABILIDADE PUBLICA,,(96) 99122-2966,,"Av. Mãe Luzia - Jesus de Nazaré, Macapá - AP, 68908-122","5,0",1,0.046017,-51.0619609,"https://www.google.com/maps/place/PJ+CONTABILIDADE+PUBLICA/@0.046017,-51.0619609,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10513c1e121:0x4cbdb1cb405d512!8m2!3d0.046017!4d-51.0619609!16s%2Fg%2F11gxwrtfs5?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Polygon Contabilidade,,(96) 99177-0095,http://www.polygoncontabilidade.com.br/,"Empresa Contábil - Av. Duque de Caxias, 1849-A - Santa Rita, Macapá - AP, 68901-258","5,0",2,,,https://www.google.com/maps/place/Polygon+Contabilidade/data=!4m7!3m6!1s0x8d61e12308dda2fd:0xf3a9708a668beadc!8m2!3d0.0399159!4d-51.0727333!16s%2Fg%2F11h7_q7qk1!19sChIJ_aLdCCPhYY0R3OqLZopwqfM?authuser=0&hl=pt-BR&rclk=1
Organização Contábil Carlos Gomes,,(96) 3223-5211,,"Av. Pedro Baião, 580 - Trem, Macapá - AP, 68900-116",,,0.0297413,-51.0589368,"https://www.google.com/maps/place/Organiza%C3%A7%C3%A3o+Cont%C3%A1bil+Carlos+Gomes/@0.0297413,-51.0589368,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e107d000008d:0xeb5ee98f2ac5105a!8m2!3d0.0297413!4d-51.0589368!16s%2Fg%2F1tcyghvq?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Smart Consultoria Empresarial,,(96) 98134-3887,,"Av. Felíciano Coelho, 1405 - Sala C - Trem, Macapá - AP, 68901-025","5,0",1,0.0292877,-51.0663781,"https://www.google.com/maps/place/Smart+Consultoria+Empresarial/@0.0292877,-51.0663781,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10825cedb17:0xa4986da72ffcff3d!8m2!3d0.0292877!4d-51.0663781!16s%2Fg%2F11gd1_f5tb?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Berit Contabilidade,,(96) 99151-5886,,"R. José Serafim, 199 - Julião Ramos, Macapá - AP, 68908-150","5,0",1,0.0511858,-51.0519278,"https://www.google.com/maps/place/Berit+Contabilidade/@0.0511858,-51.0519278,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0d784e37ca5:0xab7ee38f15ddcce!8m2!3d0.0511858!4d-51.0519278!16s%2Fg%2F11bwc_ykq6?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Apam Assessoria Contábil,,,,"R. Leopoldo Machado, 2183 - Trem, Macapá - AP, 68900-067",,,0.0326876,-51.0621824,"https://www.google.com/maps/place/Apam+Assessoria+Cont%C3%A1bil/@0.0326876,-51.0621824,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b04bf9e629:0x5d80605de98eff37!8m2!3d0.0326876!4d-51.0621824!16s%2Fg%2F11gfd3slkj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Janice Uchôa Assessoria Contábil,,(96) 3222-6561,,"Av. Padre Júlio Maria Lombaerd, 3168 B - Santa Rita, Macapá - AP, 68901-283","5,0",1,0.0363079,-51.0779043,"https://www.google.com/maps/place/Janice+Uch%C3%B4a+Assessoria+Cont%C3%A1bil/@0.0363079,-51.0779043,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ed948d6091:0xa841375285c2ea67!8m2!3d0.0363079!4d-51.0779043!16s%2Fg%2F11pzscjz4y?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ALPHA CRED SOLUÇÕES FINANCEIRAS,,(96) 99118-4003,https://instagram.com/alphacred_ap?igshid=Mzc0YWU1OWY=,"Av. Santana, 636 - Sala A - Comercial, Santana - AP, 68925-076","4,4",7,,,https://www.google.com/maps/place/ALPHA+CRED+SOLU%C3%87%C3%95ES+FINANCEIRAS/data=!4m7!3m6!1s0x929e1cad4d75c36d:0x583746b0e366315e!8m2!3d-0.0514357!4d-51.1792884!16s%2Fg%2F11bwn9v3cd!19sChIJbcN1Ta0cnpIRXjFm47BGN1g?authuser=0&hl=pt-BR&rclk=1
FORTUNE CONTABILIDADE E ASSESSORIA EMPRESARIAL LTDA,,(96) 3223-7694,,"Av. Mendonça Júnior, 253 - 2º ANDAR SALA E - Central, Macapá - AP, 68900-020","5,0",4,0.0330801,-51.052314,"https://www.google.com/maps/place/FORTUNE+CONTABILIDADE+E+ASSESSORIA+EMPRESARIAL+LTDA/@0.0330801,-51.052314,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0fc37724f0f:0x187a23990a8e7ddb!8m2!3d0.0330801!4d-51.052314!16s%2Fg%2F11gz_13gb?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Business Consultoria,,,,"Av. Padre Júlio Maria Lombaerd, 2467 - b - Central, Macapá - AP, 68900-030","5,0",3,0.0354182,-51.0714915,"https://www.google.com/maps/place/Business+Consultoria/@0.0354182,-51.0714915,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1004ed87733:0x7f3399a72a82bcb1!8m2!3d0.0354182!4d-51.0714915!16s%2Fg%2F11y5lz_vzl?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ivan Contabilidade,,(96) 3222-6398,,"R. Rio Pedreira, 93 - Trem, Macapá - AP, 68901-021",,,0.0278646,-51.053437,"https://www.google.com/maps/place/Ivan+Contabilidade/@0.0278646,-51.053437,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0d883af117b:0xb87dd2a60bee9c5d!8m2!3d0.0278646!4d-51.053437!16s%2Fg%2F1tczlj69?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cardoso Assessoria,,(96) 99907-5286,,"Av. Profa. Cora de Carvalho, 579 D - Centro, Macapá - AP, 68900-040","5,0",2,0.035024,-51.0542509,"https://www.google.com/maps/place/Cardoso+Assessoria/@0.035024,-51.0542509,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e18ec6082f11:0x4231e0a12c2a672!8m2!3d0.035024!4d-51.0542509!16s%2Fg%2F11h5ns834n?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Alves Negócios Empresariais,,(96) 3345-8402,http://www.alvesap.com.br/,"R. Rio Tocantins, nº100 - Trem, Macapá - AP, 68900-094",,,,,https://www.google.com/maps/place/Alves+Neg%C3%B3cios+Empresariais/data=!4m7!3m6!1s0x8d61e10d309a2e3d:0x5271123513b0ac6b!8m2!3d0.0274098!4d-51.0539389!16s%2Fg%2F11h760mc1f!19sChIJPS6aMA3hYY0Ra6ywEzUScVI?authuser=0&hl=pt-BR&rclk=1
D.A CONSULTORIA CONTÁBIL,,(96) 99151-0817,,"Av. Mendonça Furtado, 1227 - Central, Macapá - AP, 68900-060",,,0.0374211,-51.0628637,"https://www.google.com/maps/place/D.A+CONSULTORIA+CONT%C3%81BIL/@0.0374211,-51.0628637,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e188680a032f:0x1baa43e23c21772b!8m2!3d0.0374211!4d-51.0628637!16s%2Fg%2F11j95tkffj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Lima IC - Contabilidade no Amapá,,(96) 3242-8203,,"Av. Felipe Camarão, 865 - Buritizal, Macapá - AP, 68902-861",,,0.0233441,-51.0691523,"https://www.google.com/maps/place/Lima+IC+-+Contabilidade+no+Amap%C3%A1/@0.0233441,-51.0691523,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a489a044a1:0x19bfb213000e9d26!8m2!3d0.0233441!4d-51.0691523!16s%2Fg%2F11g875j651?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Síntese Contábil,,(96) 3224-3434,http://sintesegroup.com.br/,"R. Beira Rio, 248 - Salas E e H - Santa Ines, Macapá - AP, 68901-470",,,,,https://www.google.com/maps/place/S%C3%ADntese+Cont%C3%A1bil/data=!4m7!3m6!1s0x8d61e0c56ac7366f:0x149a640a906292aa!8m2!3d0.027535!4d-51.0527619!16s%2Fg%2F1tfcpcvd!19sChIJbzbHasXgYY0RqpJikApkmhQ?authuser=0&hl=pt-BR&rclk=1
Mais Consultoria Contábil & Serviços,,,,"Passagem Santa Luzia, 73 - Julião Ramos, Macapá - AP, 68908-192","5,0",1,0.052043,-51.0529045,"https://www.google.com/maps/place/Mais+Consultoria+Cont%C3%A1bil+%26+Servi%C3%A7os/@0.052043,-51.0529045,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1c997ab608d:0xa109d9627af8fd30!8m2!3d0.052043!4d-51.0529045!16s%2Fg%2F11k8hsxw8d?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Souza Consult,,(96) 99131-8460,https://beacons.ai/souzaconsultcontabilidade,"Av. Mendonça Júnior, 1793 - A - Central, Macapá - AP, 68900-029","5,0",3,,,https://www.google.com/maps/place/Souza+Consult/data=!4m7!3m6!1s0x8d61e17881c997a9:0x8b48ad7051c58a66!8m2!3d0.0341748!4d-51.0662461!16s%2Fg%2F11lky18z4x!19sChIJqZfJgXjhYY0RZorFUXCtSIs?authuser=0&hl=pt-BR&rclk=1
SESCAP - AP,,(96) 3222-9604,http://sescapap.org.br/,"Av. Mendonça Furtado, 1007 - Central, Macapá - AP, 68900-060","3,7",3,,,https://www.google.com/maps/place/SESCAP+-+AP/data=!4m7!3m6!1s0x8d61e104b3074f57:0xd518450091eab9fe!8m2!3d0.0362673!4d-51.0602633!16s%2Fg%2F11f3r6_f_v!19sChIJV08HswThYY0R_rnqkQBFGNU?authuser=0&hl=pt-BR&rclk=1
Audicont,,(96) 3223-3405,,"Av. Profa. Cora de Carvalho, 662 - Central, Macapá - AP, 68900-040","5,0",3,0.0354789,-51.0549067,"https://www.google.com/maps/place/Audicont/@0.0354789,-51.0549067,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e102eaa914ab:0x68c07659f1455603!8m2!3d0.0354789!4d-51.0549067!16s%2Fg%2F11b6xhrmpr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
MS Consulting Macapá AP,,(96) 3217-4929,http://www.msconsulting-brasil.com/,"R. Jovino Dinoá, 2343 - Central, Macapá - AP, 68900-075","5,0",5,,,https://www.google.com/maps/place/MS+Consulting+Macap%C3%A1+AP/data=!4m7!3m6!1s0x8d61e104661cf295:0xd532ed3306595aa8!8m2!3d0.0311345!4d-51.0602491!16s%2Fg%2F1tdljb8g!19sChIJlfIcZgThYY0RqFpZBjPtMtU?authuser=0&hl=pt-BR&rclk=1
Arnaldo Ferreira Consultoria Contábil,,(96) 99112-0767,,"R. Independência - Central, Macapá - AP, 68900-097","5,0",1,0.036473,-51.0498854,"https://www.google.com/maps/place/Arnaldo+Ferreira+Consultoria+Cont%C3%A1bil/@0.036473,-51.0498854,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0e34c09f3f9:0xffb5f991007dfc87!8m2!3d0.036473!4d-51.0498854!16s%2Fg%2F11g9mhbh9w?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
TUCUJU ASSESSORIA EMPRESARIAL,,,,"Av. Diógenes Silva, 963 - Santa Rita, Macapá - AP, 68904-814","3,0",2,0.0253696,-51.0645093,"https://www.google.com/maps/place/TUCUJU+ASSESSORIA+EMPRESARIAL/@0.0253696,-51.0645093,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1af5554a273:0x8dc0bbb7005aea96!8m2!3d0.0253696!4d-51.0645093!16s%2Fg%2F11y1qzhzrz?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Prime Contabilidade,,(96) 3223-9240,,"Av. Almirante Barroso, 2572 - Santa Rita, Macapá - AP, 68901-336",,,0.0381406,-51.0804165,"https://www.google.com/maps/place/Prime+Contabilidade/@0.0381406,-51.0804165,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e16e80a2a29f:0x28ac6a4101ccd532!8m2!3d0.0381406!4d-51.0804165!16s%2Fg%2F11cks6z6py?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Alpha Contabilidade,,(96) 3224-2938,,"R. Tiradentes, 118 B - Central, Macapá - AP, 68900-098","3,0",1,0.041673,-51.0529286,"https://www.google.com/maps/place/Alpha+Contabilidade/@0.041673,-51.0529286,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0e1cb1fef3f:0x31eb3dbbfa761778!8m2!3d0.041673!4d-51.0529286!16s%2Fg%2F11ckv9xm95?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ativa Contabil,,(96) 98144-0198,,"R. Prof. Tostes, 2726 - Sala B - Buritizal, Macapá - AP, 68902-892",,,0.0241249,-51.0694419,"https://www.google.com/maps/place/Ativa+Contabil/@0.0241249,-51.0694419,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1f115f21a3b:0x6fc77974a96e4a6d!8m2!3d0.0241249!4d-51.0694419!16s%2Fg%2F11ry6n83xb?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Contabilidade Nascimento,,,,"Av. Ernestino Borges, 886 - Julião Ramos, Macapá - AP, 68908-198",,,0.0433767,-51.0581043,"https://www.google.com/maps/place/Contabilidade+Nascimento/@0.0433767,-51.0581043,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1aaef47b9a9:0x75c1b48907c60a5e!8m2!3d0.0433767!4d-51.0581043!16s%2Fg%2F11qt45hdr3?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
